text,platform,source_type,collection_date
honestly bro is locked in rn while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult while streaming,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult after warmup,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult during the demo,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult before the match,twitch,synthetic_coursework_fallback,2026-05-19
